time,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence,ground_truth
0,0.4599049985408783,0.305450439453125,-0.5580428242683411,0.9999895095825195,0.4713206887245178,0.2844200134277344,-0.5422939658164978,0.9999719858169556,0.4766109883785248,0.286232054233551,-0.5422624945640564,0.9999781847000122,0.480646014213562,0.28749579191207886,-0.5423537492752075,0.9999709129333496,0.4530244469642639,0.2826685905456543,-0.5446957945823669,0.9999690055847168,0.44782206416130066,0.2823564410209656,-0.5446999669075012,0.9999740123748779,0.44225242733955383,0.2830163240432739,-0.5447969436645508,0.9999642372131348,0.48912617564201355,0.30440688133239746,-0.39738816022872925,0.9999723434448242,0.4357570707798004,0.2982593774795532,-0.40905502438545227,0.999962568283081,0.4710974097251892,0.33433061838150024,-0.4996049106121063,0.9999933242797852,0.4481518864631653,0.3310769200325012,-0.5029310584068298,0.9999927282333374,0.5250973701477051,0.4576236605644226,-0.2672375738620758,0.9999830722808838,0.3838861882686615,0.4382757246494293,-0.2906797230243683,0.9999376535415649,0.5321580171585083,0.6692836284637451,-0.17501212656497955,0.9983808994293213,0.35731375217437744,0.6499254107475281,-0.23864199221134186,0.9918256998062134,0.5306576490402222,0.8618582487106323,-0.29497548937797546,0.9924893379211426,0.34568604826927185,0.8456250429153442,-0.3556237518787384,0.9559361934661865,0.5353307127952576,0.9248450994491577,-0.3376576602458954,0.9749714732170105,0.33863145112991333,0.9104967713356018,-0.3932132124900818,0.8974417448043823,0.5229765176773071,0.9250788688659668,-0.3797193765640259,0.9805721044540405,0.35051435232162476,0.9118471145629883,-0.4402295649051666,0.9161922931671143,0.5187661647796631,0.9063738584518433,-0.31330791115760803,0.9801616072654724,0.35550224781036377,0.8913842439651489,-0.37526318430900574,0.9179783463478088,0.4820789694786072,0.8047429323196411,0.006951749324798584,0.9955315589904785,0.39598608016967773,0.8010979294776917,-0.006317234598100185,0.993854284286499,0.47082969546318054,1.0913548469543457,-0.03337005153298378,0.6912798881530762,0.38893619179725647,1.0479096174240112,0.014361793175339699,0.48360228538513184,0.4627249538898468,1.2991684675216675,0.32045334577560425,0.04578104615211487,0.38159430027008057,1.3001093864440918,0.30071136355400085,0.04356572777032852,0.4601427912712097,1.329553484916687,0.3476598560810089,0.056078746914863586,0.37874430418014526,1.3362101316452026,0.32259634137153625,0.03696860745549202,0.45448338985443115,1.3912593126296997,0.19707967340946198,0.02858661487698555,0.3853517174720764,1.3847039937973022,0.14466775953769684,0.024215197190642357,idle
16,0.45963719487190247,0.30517035722732544,-0.558060348033905,0.9999893307685852,0.4710460305213928,0.2849368453025818,-0.5422810912132263,0.9999715685844421,0.4762432873249054,0.2866967022418976,-0.5422470569610596,0.9999780654907227,0.4806341826915741,0.28802481293678284,-0.5423360466957092,0.9999706149101257,0.45279958844184875,0.2829127311706543,-0.5445853471755981,0.9999682903289795,0.4473513066768646,0.2827146053314209,-0.5445911288261414,0.9999737739562988,0.4419432282447815,0.28331154584884644,-0.5446888208389282,0.9999635815620422,0.48910537362098694,0.30458375811576843,-0.3972060978412628,0.9999719858169556,0.43521374464035034,0.29846787452697754,-0.40797826647758484,0.9999619722366333,0.47062158584594727,0.33433595299720764,-0.4996982514858246,0.9999930262565613,0.4474669396877289,0.33113235235214233,-0.5029404163360596,0.999992311000824,0.5250937342643738,0.45730799436569214,-0.2670121192932129,0.9999834299087524,0.38473695516586304,0.437578022480011,-0.29050543904304504,0.9999393820762634,0.5321018695831299,0.6690613031387329,-0.16935931146144867,0.9984384179115295,0.3571842908859253,0.6464841365814209,-0.2329457849264145,0.9919717311859131,0.5305899381637573,0.8625214099884033,-0.2763284146785736,0.9926735162734985,0.3452596664428711,0.8421258926391602,-0.3417118787765503,0.956847071647644,0.5353230237960815,0.9249716401100159,-0.3129516839981079,0.9756130576133728,0.3383805453777313,0.9062772393226624,-0.37637409567832947,0.8995082378387451,0.5229735374450684,0.9262935519218445,-0.3571076989173889,0.9810625314712524,0.3504001498222351,0.9073679447174072,-0.42296308279037476,0.9178212881088257,0.5187399983406067,0.9073529243469238,-0.2947959303855896,0.9806726574897766,0.355471670627594,0.8866525292396545,-0.3608718514442444,0.9193682670593262,0.4818236231803894,0.805176854133606,0.008198169991374016,0.995578408241272,0.3955036699771881,0.8012486696243286,-0.007590766530483961,0.993928849697113,0.47073355317115784,1.0934770107269287,-0.031643982976675034,0.6616064310073853,0.388070285320282,1.0562933683395386,-0.01832558959722519,0.46414583921432495,0.46236687898635864,1.303382396697998,0.32855814695358276,0.043096452951431274,0.3814593553543091,1.300219178199768,0.23479849100112915,0.04121461883187294,0.4601079523563385,1.3331927061080933,0.3565550148487091,0.05266283079981804,0.37856927514076233,1.336181640625,0.2532069981098175,0.03495803847908974,0.4528268277645111,1.3929731845855713,0.20651739835739136,0.02697359211742878,0.3858236074447632,1.3849233388900757,0.06890910118818283,0.023016782477498055,idle
33,0.4595000147819519,0.3049955666065216,-0.5663511157035828,0.9999886155128479,0.4709137976169586,0.2853550314903259,-0.550225555896759,0.9999699592590332,0.47601616382598877,0.2870570719242096,-0.5501869320869446,0.9999769330024719,0.4806157052516937,0.28838127851486206,-0.5502652525901794,0.9999690651893616,0.4527041018009186,0.2831737995147705,-0.5520263910293579,0.9999662637710571,0.4470961391925812,0.2830575406551361,-0.5520550012588501,0.999972403049469,0.44176575541496277,0.2836068868637085,-0.5521609783172607,0.9999615550041199,0.48906704783439636,0.30466943979263306,-0.40369564294815063,0.9999703764915466,0.4348917007446289,0.29861316084861755,-0.4127787947654724,0.9999597072601318,0.4703634977340698,0.33434903621673584,-0.5078858137130737,0.999992311000824,0.44711536169052124,0.33119651675224304,-0.5105462670326233,0.9999914765357971,0.5251766443252563,0.4573671221733093,-0.27260005474090576,0.9999827742576599,0.3851260542869568,0.43746495246887207,-0.2944045662879944,0.9999387264251709,0.5321094393730164,0.6690641641616821,-0.1744077503681183,0.9984514713287354,0.3570704162120819,0.6450898051261902,-0.2347443699836731,0.9919984936714172,0.5304737687110901,0.8635245561599731,-0.2777576744556427,0.9926174283027649,0.34509462118148804,0.8404546976089478,-0.34322112798690796,0.95682293176651,0.5353203415870667,0.9252083897590637,-0.31804922223091125,0.9755403399467468,0.33827221393585205,0.9043136835098267,-0.3789837062358856,0.8996971845626831,0.5230312347412109,0.9274678826332092,-0.3605594038963318,0.9809595346450806,0.3503919839859009,0.905292809009552,-0.42575258016586304,0.9178303480148315,0.5187423229217529,0.9084181785583496,-0.29580315947532654,0.980597734451294,0.35547903180122375,0.8845385909080505,-0.362559974193573,0.9191864132881165,0.48140594363212585,0.8054750561714172,0.008299239911139011,0.9955898523330688,0.39458411931991577,0.8012494444847107,-0.007715156301856041,0.993975043296814,0.4707132875919342,1.0937522649765015,-0.03166778385639191,0.6403264999389648,0.3872469365596771,1.0571016073226929,-0.014922460541129112,0.45146670937538147,0.4623655378818512,1.3034663200378418,0.336931973695755,0.04143577814102173,0.38159897923469543,1.2995179891586304,0.24864400923252106,0.04013756662607193,0.46017196774482727,1.3331201076507568,0.3661213219165802,0.050220146775245667,0.37872928380966187,1.3343603610992432,0.2683214545249939,0.033970918506383896,0.4527597427368164,1.3929649591445923,0.21587654948234558,0.025922240689396858,0.38684841990470886,1.3844244480133057,0.08514741063117981,0.022485660389065742,idle
50,0.45944103598594666,0.30496305227279663,-0.5666077136993408,0.9999878406524658,0.4708607494831085,0.2857021987438202,-0.5505406856536865,0.9999682307243347,0.4758759140968323,0.2873706817626953,-0.550496518611908,0.9999757409095764,0.4805949628353119,0.288683146238327,-0.5505709052085876,0.9999673366546631,0.45269009470939636,0.2834729254245758,-0.5523831844329834,0.9999642372131348,0.44703251123428345,0.2834077477455139,-0.5524113178253174,0.9999710917472839,0.44173818826675415,0.2838973104953766,-0.5525190234184265,0.9999595880508423,0.48901766538619995,0.3047780692577362,-0.4040106534957886,0.9999685287475586,0.43475541472435,0.29877856373786926,-0.4134109318256378,0.9999576807022095,0.4701562821865082,0.33438730239868164,-0.5081653594970703,0.9999915957450867,0.4469687044620514,0.33129310607910156,-0.5109031796455383,0.999990701675415,0.5252038240432739,0.457373708486557,-0.2725924551486969,0.9999824166297913,0.385468453168869,0.43716567754745483,-0.29499149322509766,0.9999391436576843,0.5321621298789978,0.668895423412323,-0.17440778017044067,0.9984692931175232,0.3570557236671448,0.6434158086776733,-0.23493213951587677,0.9920697212219238,0.5304073095321655,0.8635139465332031,-0.28044700622558594,0.9926120042800903,0.34494295716285706,0.8388915061950684,-0.3443305194377899,0.9570788145065308,0.5353442430496216,0.9250636100769043,-0.32000383734703064,0.9756035208702087,0.33816471695899963,0.9027469754219055,-0.3800085186958313,0.9004250168800354,0.5231285691261292,0.927610456943512,-0.3632655739784241,0.9809803366661072,0.35038599371910095,0.9038558006286621,-0.42679116129875183,0.9183235764503479,0.5187617540359497,0.908434271812439,-0.29872825741767883,0.9806371331214905,0.35549047589302063,0.8828248381614685,-0.36365947127342224,0.9194830656051636,0.4812701344490051,0.8055046200752258,0.008450170047581196,0.9955524802207947,0.39416173100471497,0.8011060953140259,-0.007878672331571579,0.9939777255058289,0.47057095170021057,1.0937409400939941,-0.029899250715970993,0.6159722805023193,0.3863876163959503,1.0557738542556763,-0.01729862578213215,0.43506354093551636,0.46161845326423645,1.3034733533859253,0.33631154894828796,0.03958560526371002,0.38129180669784546,1.298735499382019,0.23877112567424774,0.03863267973065376,0.45968863368034363,1.333063006401062,0.3649941384792328,0.04775362089276314,0.37834903597831726,1.3330276012420654,0.25765082240104675,0.03271433338522911,0.4512106776237488,1.392945408821106,0.2154189944267273,0.02479158528149128,0.38682132959365845,1.3836872577667236,0.07445993274450302,0.021744607016444206,idle
66,0.45937007665634155,0.3049115836620331,-0.558506429195404,0.9999876022338867,0.47077885270118713,0.28597062826156616,-0.5423780679702759,0.9999678134918213,0.4757370352745056,0.2876383364200592,-0.5423199534416199,0.9999755024909973,0.480532705783844,0.288947731256485,-0.5423816442489624,0.9999669194221497,0.4526749551296234,0.2837146520614624,-0.5441940426826477,0.9999637007713318,0.4469992220401764,0.2836795747280121,-0.544209361076355,0.9999709129333496,0.44172900915145874,0.2841041088104248,-0.5443140268325806,0.9999591708183289,0.4889380633831024,0.30491766333580017,-0.3965441882610321,0.9999679923057556,0.4346795678138733,0.2988665997982025,-0.4060884714126587,0.9999574422836304,0.4699707627296448,0.334388792514801,-0.5006972551345825,0.9999912977218628,0.4468899965286255,0.33129921555519104,-0.5033679008483887,0.9999904036521912,0.5251855254173279,0.45700913667678833,-0.2674417495727539,0.9999826550483704,0.3856746256351471,0.43672314286231995,-0.289735347032547,0.999940812587738,0.5322160720825195,0.6681950688362122,-0.17016246914863586,0.9985067844390869,0.35705146193504333,0.6406081318855286,-0.23001645505428314,0.9922277927398682,0.530304491519928,0.8634191751480103,-0.27963384985923767,0.9926739931106567,0.3447352349758148,0.8376163244247437,-0.3404853940010071,0.9580138325691223,0.5353565216064453,0.9247730374336243,-0.3187114894390106,0.9758734107017517,0.3378988802433014,0.901539146900177,-0.3758154511451721,0.9025399684906006,0.5231390595436096,0.9276180267333984,-0.36248448491096497,0.9811837077140808,0.3502196967601776,0.9030150175094604,-0.42297255992889404,0.9200347065925598,0.518759548664093,0.9083960652351379,-0.29823601245880127,0.9808793067932129,0.35540086030960083,0.8815908432006836,-0.3599087595939636,0.9210400581359863,0.4812697172164917,0.8053979873657227,0.008500880561769009,0.9955664277076721,0.3940686285495758,0.8009620308876038,-0.0079259742051363,0.9940072894096375,0.47056975960731506,1.0937304496765137,-0.02719883807003498,0.5886172652244568,0.3859507143497467,1.0512168407440186,-0.012510650791227818,0.4143432676792145,0.4615180194377899,1.3039073944091797,0.3357458710670471,0.03732830286026001,0.38129785656929016,1.2978788614273071,0.2428470253944397,0.036391980946063995,0.4596802592277527,1.3334590196609497,0.3648417890071869,0.04507198929786682,0.3783504068851471,1.331781029701233,0.2613161504268646,0.030955782160162926,0.450874000787735,1.3929235935211182,0.2141842246055603,0.02340986765921116,0.38710638880729675,1.3826028108596802,0.08052446693181992,0.020545506849884987,idle
83,0.4592880606651306,0.3049079477787018,-0.5627195239067078,0.9999871850013733,0.4706724286079407,0.2862393260002136,-0.5472067594528198,0.9999672174453735,0.47560322284698486,0.28788554668426514,-0.547135055065155,0.9999749064445496,0.4804447591304779,0.28923073410987854,-0.5471985936164856,0.9999663233757019,0.45264285802841187,0.2840383052825928,-0.5491244196891785,0.9999629855155945,0.4469638466835022,0.28404778242111206,-0.5491256713867188,0.9999703168869019,0.44171062111854553,0.28448888659477234,-0.5492307543754578,0.9999584555625916,0.48886018991470337,0.3050849437713623,-0.40164715051651,0.9999670386314392,0.43463313579559326,0.29910656809806824,-0.4116215705871582,0.9999566078186035,0.4698472023010254,0.3344278037548065,-0.5047857761383057,0.9999909996986389,0.44683560729026794,0.3313486874103546,-0.5075446963310242,0.9999901056289673,0.5251675844192505,0.45659881830215454,-0.27115562558174133,0.9999828934669495,0.3858739137649536,0.43626272678375244,-0.29438963532447815,0.9999422430992126,0.5321943759918213,0.6674155592918396,-0.1740301102399826,0.998511791229248,0.3570495545864105,0.6389515995979309,-0.23445336520671844,0.9922828078269958,0.5302401781082153,0.8634333610534668,-0.2842884063720703,0.9925907254219055,0.3446011543273926,0.8368328213691711,-0.343472957611084,0.9582890868186951,0.5353613495826721,0.9247968196868896,-0.3225152790546417,0.9755946397781372,0.33766746520996094,0.9010583162307739,-0.3780565559864044,0.9029670357704163,0.5231415629386902,0.9279845952987671,-0.3668966293334961,0.9809632301330566,0.35010117292404175,0.902870774269104,-0.42577722668647766,0.9203563332557678,0.5187457203865051,0.9087111353874207,-0.30312153697013855,0.9806665778160095,0.3553299903869629,0.8812949061393738,-0.3629572093486786,0.9211235642433167,0.4812592566013336,0.8052652478218079,0.00849736388772726,0.9954102039337158,0.39404982328414917,0.8009604811668396,-0.00792203564196825,0.9938401579856873,0.4707157015800476,1.0937286615371704,-0.020602263510227203,0.5602406859397888,0.38578417897224426,1.0487091541290283,-0.009529361501336098,0.392515629529953,0.46162721514701843,1.304362177848816,0.33517199754714966,0.03537864238023758,0.3815549612045288,1.2977006435394287,0.24822865426540375,0.03440779447555542,0.4599210023880005,1.3339061737060547,0.36340171098709106,0.04259175807237625,0.3786502480506897,1.3315036296844482,0.2667703330516815,0.029314521700143814,0.45092055201530457,1.3929564952850342,0.21262364089488983,0.022267399355769157,0.3876796066761017,1.3824101686477661,0.08528213948011398,0.019552677869796753,idle
100,0.45912235975265503,0.30490466952323914,-0.5748110413551331,0.9999868869781494,0.4705427289009094,0.28647422790527344,-0.5599845051765442,0.9999670386314392,0.4754776954650879,0.2881249785423279,-0.5598985552787781,0.9999744892120361,0.4803486764431,0.28957509994506836,-0.5599698424339294,0.9999661445617676,0.4525904059410095,0.28423839807510376,-0.56162428855896,0.9999627470970154,0.44692280888557434,0.284265398979187,-0.5616143941879272,0.9999698996543884,0.4416825473308563,0.284709095954895,-0.5617132186889648,0.9999581575393677,0.48881471157073975,0.3054946959018707,-0.41445791721343994,0.9999664425849915,0.43460559844970703,0.29927024245262146,-0.4230462610721588,0.9999560117721558,0.4696826934814453,0.33448106050491333,-0.5165901780128479,0.9999908804893494,0.44672301411628723,0.33138278126716614,-0.5189487934112549,0.999989926815033,0.5251739025115967,0.4565446078777313,-0.28194019198417664,0.9999831318855286,0.3860775828361511,0.4359245002269745,-0.3037797212600708,0.9999437928199768,0.5321981906890869,0.6672821640968323,-0.18484510481357574,0.9985126256942749,0.35704880952835083,0.6384696960449219,-0.24463911354541779,0.9923093914985657,0.5300891995429993,0.8641777038574219,-0.29516687989234924,0.992412805557251,0.344569593667984,0.836827278137207,-0.35502344369888306,0.9582973122596741,0.5353409051895142,0.9259024262428284,-0.33409228920936584,0.974979817867279,0.3375264108181,0.9011775255203247,-0.39029234647750854,0.9026725888252258,0.5230988264083862,0.9295560121536255,-0.37795189023017883,0.9804753065109253,0.35005614161491394,0.9029906392097473,-0.438272088766098,0.9200444221496582,0.5185955762863159,0.9104503393173218,-0.31388014554977417,0.9802027344703674,0.3553234040737152,0.8814561367034912,-0.37470200657844543,0.9206357598304749,0.4812326431274414,0.8052772283554077,0.008389603346586227,0.9952734708786011,0.39401495456695557,0.801153302192688,-0.007814915850758553,0.9936894774436951,0.4708591103553772,1.0942063331604004,-0.012238499708473682,0.5313215255737305,0.3857382535934448,1.0486962795257568,0.0065545933321118355,0.370596706867218,0.46173784136772156,1.3058792352676392,0.34565848112106323,0.033358942717313766,0.38175880908966064,1.2978079319000244,0.26158416271209717,0.032340578734874725,0.4601448178291321,1.3354264497756958,0.37343961000442505,0.04001186043024063,0.37892860174179077,1.3315441608428955,0.28016117215156555,0.02761838398873806,0.4509621858596802,1.3939303159713745,0.2194298803806305,0.021073777228593826,0.38794267177581787,1.3825602531433105,0.09481211751699448,0.018519461154937744,idle
116,0.4590291678905487,0.3049001097679138,-0.5750475525856018,0.9999864101409912,0.47048085927963257,0.2866201102733612,-0.5602989196777344,0.9999664425849915,0.475414901971817,0.2882838547229767,-0.5602089166641235,0.9999737739562988,0.480307400226593,0.28983211517333984,-0.5602807402610779,0.999965488910675,0.4525596499443054,0.2843499481678009,-0.5621697902679443,0.9999622106552124,0.4468960464000702,0.28438788652420044,-0.562157928943634,0.9999693036079407,0.44166553020477295,0.28483760356903076,-0.5622554421424866,0.9999576210975647,0.4887797236442566,0.3058384358882904,-0.4155963361263275,0.9999651312828064,0.43458113074302673,0.2993842661380768,-0.4252298176288605,0.9999552369117737,0.4695533215999603,0.33452895283699036,-0.5171122550964355,0.9999905824661255,0.4466327130794525,0.3313997983932495,-0.5197465419769287,0.9999897480010986,0.5251848101615906,0.456482470035553,-0.28344959020614624,0.9999832510948181,0.3862150311470032,0.4355863928794861,-0.3080287277698517,0.9999456405639648,0.5322011709213257,0.6672512292861938,-0.18671125173568726,0.998461902141571,0.35703715682029724,0.6381421089172363,-0.2508753836154938,0.9922819137573242,0.5299056768417358,0.864869236946106,-0.2951829135417938,0.9918627142906189,0.3445453345775604,0.8368975520133972,-0.3603157103061676,0.9577112197875977,0.5352904796600342,0.9271353483200073,-0.3339063227176666,0.9731422662734985,0.3373514413833618,0.9012742638587952,-0.39521729946136475,0.9008039236068726,0.5230565071105957,0.9308696985244751,-0.37755364179611206,0.9790537357330322,0.3499595522880554,0.9030319452285767,-0.4427975118160248,0.9184942841529846,0.5184682011604309,0.9117571711540222,-0.31373435258865356,0.9787954688072205,0.3552917540073395,0.8815138339996338,-0.37976348400115967,0.9187688231468201,0.4811994731426239,0.8052916526794434,0.008368921466171741,0.9949086904525757,0.39395225048065186,0.8013888597488403,-0.007791849318891764,0.993284285068512,0.4712834060192108,1.0942490100860596,-0.00574849545955658,0.49906566739082336,0.3856925666332245,1.048150897026062,0.015283838845789433,0.3458825945854187,0.4625326693058014,1.3068034648895264,0.3425467610359192,0.03138122707605362,0.3826768100261688,1.2977908849716187,0.2616438865661621,0.030197568237781525,0.4611591100692749,1.3369286060333252,0.3706190884113312,0.0374784916639328,0.37991148233413696,1.331557273864746,0.2810375988483429,0.025788530707359314,0.45160192251205444,1.394224762916565,0.21831078827381134,0.01997358165681362,0.3891558349132538,1.3825485706329346,0.09686610102653503,0.017460541799664497,idle
133,0.4589793384075165,0.3049759268760681,-0.5791913866996765,0.999985933303833,0.4704490005970001,0.28679606318473816,-0.5648439526557922,0.9999659061431885,0.4753779470920563,0.2884599268436432,-0.5647541284561157,0.9999730587005615,0.48028451204299927,0.2901206612586975,-0.5648288726806641,0.9999648332595825,0.45253071188926697,0.2845219075679779,-0.5667229294776917,0.9999616146087646,0.4468739926815033,0.2845839262008667,-0.5667076110839844,0.9999685287475586,0.44165414571762085,0.2850801646709442,-0.5668029189109802,0.9999569654464722,0.48875176906585693,0.30620771646499634,-0.4193509519100189,0.9999640583992004,0.4345632493495941,0.29964348673820496,-0.4289591908454895,0.9999542832374573,0.4694773852825165,0.334774911403656,-0.5206746459007263,0.9999903440475464,0.44658389687538147,0.33155253529548645,-0.5233141779899597,0.9999895691871643,0.5252021551132202,0.45645204186439514,-0.285671591758728,0.9999833106994629,0.3862829804420471,0.43542715907096863,-0.30887964367866516,0.9999468922615051,0.5322003364562988,0.6671602129936218,-0.1872577667236328,0.9984245300292969,0.3570309579372406,0.6380333304405212,-0.251118928194046,0.9922584295272827,0.5297362804412842,0.8652667999267578,-0.2953084409236908,0.991463303565979,0.34453970193862915,0.83692866563797,-0.36171019077301025,0.9572765827178955,0.5352418422698975,0.9279389977455139,-0.3340147137641907,0.9718165397644043,0.33725497126579285,0.9013570547103882,-0.39666035771369934,0.8994321823120117,0.5230175256729126,0.9317575693130493,-0.37749621272087097,0.9780151844024658,0.34986722469329834,0.903077244758606,-0.4444791376590729,0.9172914624214172,0.5183671712875366,0.9126750230789185,-0.3137906491756439,0.9777689576148987,0.35525548458099365,0.881573498249054,-0.38124561309814453,0.9173077940940857,0.4811691343784332,0.8053359389305115,0.008026699535548687,0.9946534633636475,0.39392417669296265,0.8016525506973267,-0.007451917510479689,0.992988109588623,0.4715001881122589,1.094508409500122,-0.007870523259043694,0.47335517406463623,0.38559645414352417,1.0480328798294067,0.016236504539847374,0.32631197571754456,0.4629840552806854,1.3074337244033813,0.34348064661026,0.029780684038996696,0.38301676511764526,1.2978931665420532,0.2661935091018677,0.028523169457912445,0.46170347929000854,1.33744478225708,0.37094056606292725,0.035357844084501266,0.38029512763023376,1.3316168785095215,0.2853010892868042,0.024364354088902473,0.45192965865135193,1.3949233293533325,0.21700473129749298,0.019060742110013962,0.38959917426109314,1.3826860189437866,0.09920752048492432,0.016658881679177284,idle
150,0.45893943309783936,0.3050402104854584,-0.5800275802612305,0.9999854564666748,0.4704301059246063,0.28689730167388916,-0.5658588409423828,0.9999651312828064,0.47535356879234314,0.2885609567165375,-0.5657728314399719,0.9999722838401794,0.4802687466144562,0.2903003692626953,-0.5658480525016785,0.9999638795852661,0.4525013267993927,0.28461864590644836,-0.5677264332771301,0.9999608397483826,0.4468512237071991,0.2846900224685669,-0.5677169561386108,0.9999678134918213,0.4416370987892151,0.2852171063423157,-0.5678148865699768,0.9999561905860901,0.4887271225452423,0.3064809739589691,-0.4206710457801819,0.9999629855155945,0.4345284402370453,0.2998071014881134,-0.4301287829875946,0.9999535083770752,0.46941593289375305,0.33500269055366516,-0.5214673280715942,0.9999900460243225,0.44653260707855225,0.3316816985607147,-0.5240820050239563,0.9999892711639404,0.5252038240432739,0.4563732445240021,-0.2863551080226898,0.9999831318855286,0.3863319158554077,0.43532752990722656,-0.309320330619812,0.9999478459358215,0.5322069525718689,0.6670475602149963,-0.18680450320243835,0.998394787311554,0.3570289611816406,0.6379445195198059,-0.25153544545173645,0.9922853708267212,0.5296327471733093,0.8656637072563171,-0.2941727638244629,0.9911070466041565,0.34452518820762634,0.8368844985961914,-0.36170732975006104,0.9572954177856445,0.5352206826210022,0.9286314249038696,-0.33204400539398193,0.970724880695343,0.3371613621711731,0.9014279842376709,-0.39652714133262634,0.8991203904151917,0.5229986906051636,0.932433545589447,-0.37516528367996216,0.9771581888198853,0.34974929690361023,0.9031606912612915,-0.4441578686237335,0.9170001745223999,0.518297553062439,0.9132797122001648,-0.3124605119228363,0.9769881367683411,0.3551968038082123,0.8816788196563721,-0.3811267018318176,0.9169238805770874,0.48115774989128113,0.8053361773490906,0.007844350300729275,0.9945011138916016,0.3939153850078583,0.8018020987510681,-0.007266044616699219,0.9928175210952759,0.4719026982784271,1.0946840047836304,-0.010041491128504276,0.45229047536849976,0.38556206226348877,1.046898365020752,0.0194155965000391,0.30967050790786743,0.4635698199272156,1.307856798171997,0.34245604276657104,0.02825263701379299,0.3835393786430359,1.2979000806808472,0.2775751054286957,0.026945196092128754,0.4623571038246155,1.3378404378890991,0.3699606657028198,0.03340110927820206,0.38079577684402466,1.331638216972351,0.2974036931991577,0.023086363449692726,0.45240750908851624,1.3955397605895996,0.2158898562192917,0.018114417791366577,0.39035430550575256,1.382739543914795,0.11390800029039383,0.01584528386592865,idle
