time,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence,ground_truth
0,0.4863542318344116,0.2638322710990906,-0.41629305481910706,0.9999139308929443,0.49680593609809875,0.23955810070037842,-0.399705708026886,0.999775230884552,0.5022616982460022,0.24029654264450073,-0.3996957242488861,0.999775230884552,0.5071237087249756,0.24090617895126343,-0.39979851245880127,0.9997382760047913,0.47776123881340027,0.23897863924503326,-0.4021047055721283,0.9998264908790588,0.4714791476726532,0.23946046829223633,-0.4021284878253937,0.999841570854187,0.4663483500480652,0.24026989936828613,-0.4022507071495056,0.9998451471328735,0.5144285559654236,0.2513818144798279,-0.27167361974716187,0.9996401071548462,0.46130672097206116,0.2522476315498352,-0.2817698121070862,0.9998425245285034,0.49729207158088684,0.29209959506988525,-0.36520135402679443,0.999962329864502,0.47502002120018005,0.29268980026245117,-0.36811256408691406,0.9999727010726929,0.5582039952278137,0.4176088273525238,-0.1670610010623932,0.9999297857284546,0.4168139100074768,0.40828603506088257,-0.2079821079969406,0.9999269247055054,0.5687742829322815,0.6405056715011597,-0.09031198173761368,0.9946775436401367,0.3875625729560852,0.6265484690666199,-0.1702534556388855,0.9926350712776184,0.5563849210739136,0.8339729309082031,-0.18643832206726074,0.9713890552520752,0.3924786448478699,0.8326348066329956,-0.2577236294746399,0.9652647376060486,0.5553930997848511,0.8917043209075928,-0.22359399497509003,0.9181250929832458,0.3895420432090759,0.8907313942909241,-0.2896375358104706,0.9022218585014343,0.542181134223938,0.888697624206543,-0.2512873411178589,0.9313899278640747,0.4020588994026184,0.8864084482192993,-0.3224301338195801,0.9195588231086731,0.5393194556236267,0.8726735711097717,-0.19856370985507965,0.9397655129432678,0.4057241380214691,0.8666086196899414,-0.27058088779449463,0.9202512502670288,0.519314706325531,0.785597026348114,0.01528533361852169,0.9971197843551636,0.433137983083725,0.7839275598526001,-0.014730066992342472,0.9963592886924744,0.5054119825363159,1.0639722347259521,0.010461926460266113,0.41058266162872314,0.428579181432724,1.0163872241973877,0.02713531069457531,0.24360734224319458,0.5000874400138855,1.263723373413086,0.3583731949329376,0.012475992552936077,0.4225741922855377,1.2652111053466797,0.2854710817337036,0.010334612801671028,0.49943679571151733,1.297936201095581,0.3871043026447296,0.015778502449393272,0.42105579376220703,1.3017629384994507,0.30651789903640747,0.008805455639958382,0.4909408986568451,1.3515760898590088,0.2568456828594208,0.009532439522445202,0.42930418252944946,1.3511301279067993,0.14667533338069916,0.008160226978361607,idle
33,0.48503822088241577,0.2630588710308075,-0.3261263072490692,0.9999119639396667,0.49593454599380493,0.23954416811466217,-0.3115217387676239,0.9997692704200745,0.501607358455658,0.24029739201068878,-0.31153497099876404,0.9997719526290894,0.5065949559211731,0.24094103276729584,-0.3116549253463745,0.9997335076332092,0.4773552715778351,0.23895931243896484,-0.30941957235336304,0.9998212456703186,0.47132062911987305,0.23943842947483063,-0.30942124128341675,0.9998389482498169,0.4661730229854584,0.2402416318655014,-0.30957359075546265,0.9998424649238586,0.5144048929214478,0.2521832287311554,-0.20075783133506775,0.9996370077133179,0.4613170623779297,0.25188881158828735,-0.1895318329334259,0.9998420476913452,0.49664944410324097,0.2913438081741333,-0.2822270691394806,0.9999604225158691,0.4742084741592407,0.2909368872642517,-0.2790786921977997,0.9999711513519287,0.5584949254989624,0.41781333088874817,-0.1179228350520134,0.9999279379844666,0.41690295934677124,0.4079729914665222,-0.13845305144786835,0.9999292492866516,0.5690685510635376,0.6411643624305725,-0.0500432625412941,0.9947827458381653,0.38764578104019165,0.6251291632652283,-0.1046500876545906,0.9929964542388916,0.5563094019889832,0.8344639539718628,-0.13039477169513702,0.9723936319351196,0.3918089270591736,0.8315087556838989,-0.18653693795204163,0.9675750732421875,0.5550498962402344,0.8930506110191345,-0.16363920271396637,0.9221569299697876,0.3890170156955719,0.8904216885566711,-0.21719607710838318,0.9089078903198242,0.5420990586280823,0.8893342614173889,-0.19126906991004944,0.9345520734786987,0.40189358592033386,0.8860529065132141,-0.24744461476802826,0.9249235391616821,0.5391730666160583,0.8727653622627258,-0.14186710119247437,0.942599892616272,0.4056001305580139,0.8663477301597595,-0.1988070011138916,0.9255791902542114,0.5180193185806274,0.7906559109687805,0.015087243169546127,0.9973142743110657,0.42944708466529846,0.7890411615371704,-0.014533896930515766,0.9966087341308594,0.5047734975814819,1.079637050628662,-0.040786013007164,0.4000251591205597,0.4235121011734009,1.0604896545410156,0.010643071494996548,0.24607203900814056,0.5000154376029968,1.2876527309417725,0.2994200587272644,0.011925213038921356,0.42244452238082886,1.278848648071289,0.26648303866386414,0.010121623054146767,0.49961748719215393,1.319487452507019,0.32853707671165466,0.01508577074855566,0.4211038053035736,1.3120065927505493,0.28833532333374023,0.008589775301516056,0.4898366928100586,1.3765544891357422,0.20605038106441498,0.009001008234918118,0.429312139749527,1.3676176071166992,0.13766330480575562,0.007805116940289736,idle
66,0.48433420062065125,0.2630802392959595,-0.36124923825263977,0.9999096393585205,0.49543067812919617,0.23954829573631287,-0.3456924855709076,0.9997650980949402,0.5012971758842468,0.24030080437660217,-0.3457034230232239,0.9997680187225342,0.5063455104827881,0.2409510612487793,-0.34580883383750916,0.9997287392616272,0.47701510787010193,0.23902130126953125,-0.3448585569858551,0.9998162984848022,0.47119277715682983,0.23949827253818512,-0.3448777496814728,0.9998347759246826,0.4660544693470001,0.24031902849674225,-0.34502437710762024,0.9998385310173035,0.5143557190895081,0.2523029148578644,-0.2263721376657486,0.9996318221092224,0.4613542854785919,0.2517845928668976,-0.2199268788099289,0.9998387694358826,0.49632301926612854,0.2912796437740326,-0.31394344568252563,0.9999597072601318,0.4739215672016144,0.2907710075378418,-0.31250131130218506,0.9999704957008362,0.5585599541664124,0.4183099865913391,-0.13386599719524384,0.999925971031189,0.41707509756088257,0.40763166546821594,-0.15669646859169006,0.9999301433563232,0.5689429044723511,0.6428222060203552,-0.06152278557419777,0.9946584105491638,0.3877297043800354,0.6238222122192383,-0.11930497735738754,0.9932385087013245,0.5561345815658569,0.8350644111633301,-0.14674749970436096,0.9729582071304321,0.3917720913887024,0.8291349411010742,-0.21014446020126343,0.9691771268844604,0.5547593832015991,0.8933253288269043,-0.1787686049938202,0.9246055483818054,0.3889465630054474,0.8887645602226257,-0.2429492175579071,0.913461446762085,0.5420930981636047,0.8897444605827332,-0.19646675884723663,0.9364068508148193,0.401891827583313,0.8845950365066528,-0.2745233178138733,0.9285175800323486,0.5391788482666016,0.8728219270706177,-0.15695112943649292,0.9440678954124451,0.40560123324394226,0.8646607398986816,-0.22299426794052124,0.9289254546165466,0.5172584652900696,0.79334956407547,0.012547755613923073,0.997427761554718,0.42846643924713135,0.7923584580421448,-0.012033211998641491,0.9967588782310486,0.5022674798965454,1.0313503742218018,-0.04973094165325165,0.3893795907497406,0.42380011081695557,1.0553280115127563,0.01860942877829075,0.2449120730161667,0.49985429644584656,1.2885233163833618,0.3061162829399109,0.011811241507530212,0.4221700429916382,1.2789831161499023,0.3075108826160431,0.010420924052596092,0.4995882213115692,1.319556713104248,0.33645063638687134,0.01481334213167429,0.42110517621040344,1.3118034601211548,0.33309903740882874,0.008706331253051758,0.48930686712265015,1.3787857294082642,0.20599038898944855,0.008866771124303341,0.42930570244789124,1.3685078620910645,0.17754624783992767,0.00788150168955326,idle
100,0.48375800251960754,0.2624357044696808,-0.368746817111969,0.9999094009399414,0.4950420558452606,0.2391044944524765,-0.35228243470191956,0.9997670650482178,0.5010152459144592,0.23987358808517456,-0.35231247544288635,0.9997701048851013,0.5060648918151855,0.24062031507492065,-0.3523802161216736,0.9997313618659973,0.4768891930580139,0.23875853419303894,-0.35170283913612366,0.9998162984848022,0.4711746573448181,0.23926092684268951,-0.35172417759895325,0.9998345375061035,0.46604183316230774,0.24012970924377441,-0.3518654406070709,0.9998379349708557,0.5142213702201843,0.2523004710674286,-0.230060875415802,0.9996343851089478,0.4614625871181488,0.2513308823108673,-0.22521834075450897,0.9998405575752258,0.49586689472198486,0.2906222939491272,-0.32079586386680603,0.9999592900276184,0.4736568331718445,0.289884090423584,-0.31964820623397827,0.9999701380729675,0.5587288737297058,0.4186755418777466,-0.13514216244220734,0.9999240636825562,0.41715702414512634,0.4075383245944977,-0.1595989167690277,0.9999300837516785,0.5687910318374634,0.6434952616691589,-0.058486901223659515,0.994384229183197,0.38791948556900024,0.6226134300231934,-0.11634134501218796,0.993510365486145,0.55611652135849,0.8352184295654297,-0.14982284605503082,0.9732353091239929,0.39175525307655334,0.8264952301979065,-0.20866759121418,0.9704744815826416,0.5547463297843933,0.8936687707901001,-0.18564854562282562,0.9264522790908813,0.3888570964336395,0.8871145844459534,-0.2422388195991516,0.9170267581939697,0.5422434210777283,0.8901241421699524,-0.2131340205669403,0.9377210736274719,0.40181636810302734,0.8831197619438171,-0.27546781301498413,0.9312765598297119,0.5394299626350403,0.872831404209137,-0.1626404970884323,0.9451600909233093,0.4055633246898651,0.8627337217330933,-0.22230000793933868,0.9315463900566101,0.5172244310379028,0.7953190803527832,0.012105094268918037,0.9975765943527222,0.4282834827899933,0.7937750816345215,-0.011596409603953362,0.9969581961631775,0.5015770792961121,1.0190744400024414,-0.033607300370931625,0.38637253642082214,0.4239405393600464,1.0543053150177002,0.03529171645641327,0.25408342480659485,0.49911338090896606,1.2861106395721436,0.317044198513031,0.012232244946062565,0.4213113486766815,1.2784284353256226,0.32204681634902954,0.011369156651198864,0.49919238686561584,1.31745183467865,0.34666430950164795,0.015047420747578144,0.4210275709629059,1.310043215751648,0.34746047854423523,0.009213477373123169,0.4876241087913513,1.3760294914245605,0.214813232421875,0.00896579958498478,0.4287113547325134,1.367116928100586,0.19154715538024902,0.00817786529660225,idle
133,0.48358747363090515,0.26158300042152405,-0.37536388635635376,0.999909520149231,0.4947707951068878,0.23872946202754974,-0.35888227820396423,0.9997705221176147,0.5008314251899719,0.2394852191209793,-0.3589053153991699,0.9997729063034058,0.5059298276901245,0.2402881234884262,-0.3589765429496765,0.9997350573539734,0.4767710864543915,0.2386433333158493,-0.35867175459861755,0.9998185634613037,0.47113510966300964,0.23921418190002441,-0.35869577527046204,0.9998363256454468,0.4660192131996155,0.2401283234357834,-0.3588332235813141,0.9998399615287781,0.5141319036483765,0.2522997260093689,-0.23592954874038696,0.9996393322944641,0.461515873670578,0.25142228603363037,-0.23267269134521484,0.9998441338539124,0.49586421251296997,0.2895548343658447,-0.32696208357810974,0.9999592304229736,0.47364547848701477,0.2887178063392639,-0.32643410563468933,0.9999701380729675,0.5592558979988098,0.4190731942653656,-0.13950961828231812,0.9999195337295532,0.4172520339488983,0.40748131275177,-0.16581584513187408,0.9999293684959412,0.5690610408782959,0.6443636417388916,-0.06169603019952774,0.9941232204437256,0.38794437050819397,0.6218475699424744,-0.12002504616975784,0.9937646389007568,0.5561398267745972,0.8353431820869446,-0.1509454995393753,0.9731324315071106,0.391679972410202,0.8254683017730713,-0.21042217314243317,0.971750020980835,0.5547439455986023,0.8940061926841736,-0.18683454394340515,0.9273101687431335,0.38878586888313293,0.8864617943763733,-0.2432234287261963,0.9204907417297363,0.5424654483795166,0.8904014229774475,-0.21658015251159668,0.9381452202796936,0.40177062153816223,0.8823319673538208,-0.27608904242515564,0.9339574575424194,0.5398576855659485,0.8728418946266174,-0.1638796180486679,0.9455636739730835,0.4055215120315552,0.861844003200531,-0.223745197057724,0.9340947270393372,0.5170378088951111,0.7978365421295166,0.011660633608698845,0.9976915717124939,0.4277819097042084,0.7959914803504944,-0.011169607751071453,0.99711674451828,0.5005048513412476,1.0207358598709106,-0.032983072102069855,0.38337966799736023,0.42095476388931274,1.0660218000411987,0.03718544542789459,0.26366880536079407,0.49884742498397827,1.2880892753601074,0.31969448924064636,0.012540132738649845,0.42065051198005676,1.279112696647644,0.3218177258968353,0.012298117391765118,0.49912968277931213,1.3182545900344849,0.34942084550857544,0.015185102820396423,0.4209873080253601,1.3102293014526367,0.3471018075942993,0.009754602797329426,0.4869031310081482,1.3789540529251099,0.2171742469072342,0.008985999971628189,0.42813292145729065,1.3689290285110474,0.19099634885787964,0.008466626517474651,idle
166,0.4835973083972931,0.26158571243286133,-0.3829403817653656,0.9999094605445862,0.49463731050491333,0.2387205958366394,-0.3641975224018097,0.9997727274894714,0.5007297992706299,0.23946160078048706,-0.36425912380218506,0.9997758865356445,0.5058358907699585,0.24026130139827728,-0.36430925130844116,0.9997369647026062,0.47676652669906616,0.23868094384670258,-0.36482322216033936,0.9998193979263306,0.47115257382392883,0.239332914352417,-0.3648549020290375,0.9998377561569214,0.4660387933254242,0.24039286375045776,-0.36499831080436707,0.9998403191566467,0.5139927864074707,0.25229835510253906,-0.2387685924768448,0.9996441602706909,0.461551308631897,0.2518722414970398,-0.235804945230484,0.9998470544815063,0.4960209131240845,0.2893639802932739,-0.33143144845962524,0.9999591112136841,0.4738834798336029,0.28869861364364624,-0.33178943395614624,0.9999700784683228,0.5594149231910706,0.4190913736820221,-0.14025433361530304,0.9999182224273682,0.41725215315818787,0.4073794484138489,-0.1695426106452942,0.9999286532402039,0.569072961807251,0.6445650458335876,-0.05982128530740738,0.9938788414001465,0.38788408041000366,0.6218200325965881,-0.1264253705739975,0.9939252138137817,0.5561283826828003,0.8357647657394409,-0.15440742671489716,0.9727493524551392,0.3915320336818695,0.8255252242088318,-0.21096883714199066,0.9723415970802307,0.5545359253883362,0.8948563933372498,-0.1911516785621643,0.9272927045822144,0.38874751329421997,0.8864108920097351,-0.25000837445259094,0.9221810102462769,0.5424639582633972,0.8908029198646545,-0.2207300066947937,0.9379505515098572,0.40178850293159485,0.8821402192115784,-0.2843019366264343,0.9352268576622009,0.5398881435394287,0.8729192614555359,-0.16765664517879486,0.9451846480369568,0.40553292632102966,0.8618336319923401,-0.2256457507610321,0.9351229667663574,0.5164394974708557,0.7997212409973145,0.011694055050611496,0.9977613687515259,0.42698314785957336,0.7996793985366821,-0.011202704161405563,0.9972019791603088,0.5006917119026184,1.0710099935531616,-0.030323313549160957,0.38129761815071106,0.42052873969078064,1.071532130241394,0.0400254912674427,0.26683148741722107,0.4989943206310272,1.2929062843322754,0.32326239347457886,0.01300043798983097,0.42080679535865784,1.2826957702636719,0.33300286531448364,0.012959292158484459,0.49940088391304016,1.3233641386032104,0.3528168797492981,0.0153711112216115,0.4214807152748108,1.3136675357818604,0.35884714126586914,0.010165421292185783,0.4869288504123688,1.3840608596801758,0.21835024654865265,0.009140931069850922,0.42872652411460876,1.373942255973816,0.1968003660440445,0.008707228116691113,idle
200,0.48437759280204773,0.2618957757949829,-0.41260939836502075,0.9999098181724548,0.4950098693370819,0.2391938716173172,-0.39355799555778503,0.9997753500938416,0.5009965300559998,0.2399527132511139,-0.39360517263412476,0.9997791647911072,0.5060378313064575,0.24090372025966644,-0.39367610216140747,0.9997388124465942,0.47717946767807007,0.2391023486852646,-0.3952418267726898,0.9998207092285156,0.4716373085975647,0.2398676574230194,-0.395280659198761,0.9998399019241333,0.46641504764556885,0.24104031920433044,-0.39542579650878906,0.9998413324356079,0.5140824317932129,0.2532044053077698,-0.25630486011505127,0.9996476173400879,0.46160808205604553,0.25255653262138367,-0.2613302767276764,0.9998499155044556,0.4966568052768707,0.2893727421760559,-0.35841357707977295,0.9999589323997498,0.4743499159812927,0.28872403502464294,-0.3602617084980011,0.9999701380729675,0.5594422221183777,0.41922953724861145,-0.1462790071964264,0.9999170899391174,0.41728290915489197,0.4068162739276886,-0.18583375215530396,0.9999287724494934,0.569065511226654,0.6448573470115662,-0.0622064471244812,0.9935824871063232,0.38781124353408813,0.6218448877334595,-0.1397521197795868,0.9940852522850037,0.5560316443443298,0.836201012134552,-0.1597072333097458,0.9721353650093079,0.3913755714893341,0.8262035250663757,-0.2385673224925995,0.9727832674980164,0.5542643666267395,0.895587682723999,-0.1982426941394806,0.9266281723976135,0.38869965076446533,0.8865708112716675,-0.2772326171398163,0.923451840877533,0.5424379110336304,0.8913658261299133,-0.23245297372341156,0.9372486472129822,0.401945024728775,0.8821694850921631,-0.31130170822143555,0.9361847639083862,0.5398872494697571,0.8731269836425781,-0.17475326359272003,0.9441666603088379,0.405727744102478,0.86250901222229,-0.25257885456085205,0.9357883930206299,0.5161766409873962,0.8004617691040039,0.011737603694200516,0.9977892637252808,0.42670127749443054,0.8004164099693298,-0.011242415755987167,0.9972406625747681,0.5007351636886597,1.0852375030517578,-0.027408665046095848,0.3786097466945648,0.4200359582901001,1.0731022357940674,0.042615361511707306,0.26629263162612915,0.499002069234848,1.2959368228912354,0.3363087773323059,0.01361805759370327,0.42081454396247864,1.2856166362762451,0.3437863886356354,0.013614252209663391,0.4994024932384491,1.3264671564102173,0.36749574542045593,0.015689030289649963,0.4214998185634613,1.3166451454162598,0.3702753782272339,0.010582111775875092,0.48698699474334717,1.3873049020767212,0.2251850962638855,0.009436674416065216,0.4290403723716736,1.3774551153182983,0.2042282223701477,0.008992711082100868,idle
233,0.4847898781299591,0.2623068690299988,-0.4187794327735901,0.9999107718467712,0.4952942430973053,0.23932139575481415,-0.3993776738643646,0.9997795820236206,0.5012030005455017,0.24008546769618988,-0.39943403005599976,0.9997835159301758,0.5061306953430176,0.24107098579406738,-0.39952030777931213,0.9997429847717285,0.47742292284965515,0.2391938418149948,-0.4013107419013977,0.9998227953910828,0.4718998372554779,0.2399872988462448,-0.4013461768627167,0.9998422265052795,0.4665846526622772,0.24118706583976746,-0.4014911651611328,0.9998427033424377,0.514133870601654,0.25349628925323486,-0.2586771845817566,0.9996535181999207,0.4616154730319977,0.2527620792388916,-0.26559925079345703,0.9998524188995361,0.49689826369285583,0.2896406948566437,-0.3636496961116791,0.9999592900276184,0.4746064245700836,0.2890905737876892,-0.3658462166786194,0.9999704360961914,0.559446394443512,0.4192604720592499,-0.14632192254066467,0.9999178647994995,0.4173092842102051,0.4063112735748291,-0.18753893673419952,0.9999280571937561,0.5690606832504272,0.6449505090713501,-0.06340865045785904,0.9933946132659912,0.38778337836265564,0.6221133470535278,-0.14337199926376343,0.994150698184967,0.5560370683670044,0.8362998366355896,-0.16467097401618958,0.9720911383628845,0.39133208990097046,0.8279129266738892,-0.250272661447525,0.9727051854133606,0.5542030334472656,0.8959226012229919,-0.20563238859176636,0.9270972013473511,0.38870012760162354,0.8872391581535339,-0.28962916135787964,0.9234060049057007,0.542441725730896,0.891765832901001,-0.24176999926567078,0.9375985264778137,0.40228381752967834,0.8826766610145569,-0.32483038306236267,0.9360350370407104,0.53992760181427,0.8732349276542664,-0.18076929450035095,0.9439952373504639,0.4060438275337219,0.8641782999038696,-0.26478680968284607,0.9353556632995605,0.516111433506012,0.8004010319709778,0.01160250511020422,0.997807502746582,0.42672428488731384,0.8004177212715149,-0.011113259010016918,0.9972518682479858,0.5010629892349243,1.0874159336090088,-0.024802561849355698,0.37533482909202576,0.4202156960964203,1.0726722478866577,0.0458100251853466,0.2637469470500946,0.4991040825843811,1.296691656112671,0.34551069140434265,0.014149773865938187,0.4210045635700226,1.2870492935180664,0.34823694825172424,0.01419076044112444,0.49948278069496155,1.3271944522857666,0.37665557861328125,0.015882370993494987,0.4216698110103607,1.3184577226638794,0.37472984194755554,0.011045641265809536,0.4870319366455078,1.3879437446594238,0.23070411384105682,0.009638918563723564,0.42968493700027466,1.3781025409698486,0.2060983031988144,0.009263982996344566,idle
266,0.4847930371761322,0.2624099850654602,-0.4344731271266937,0.9999130368232727,0.4953044354915619,0.2393186241388321,-0.4145148992538452,0.9997865557670593,0.5012218356132507,0.24008654057979584,-0.41456717252731323,0.9997907876968384,0.5061243176460266,0.2410789430141449,-0.4146636426448822,0.9997504353523254,0.4774288535118103,0.23913127183914185,-0.41666802763938904,0.9998270273208618,0.471914678812027,0.23990413546562195,-0.4166889488697052,0.9998465180397034,0.4665842652320862,0.24109044671058655,-0.41683894395828247,0.9998458623886108,0.5141336917877197,0.2536000609397888,-0.2674907445907593,0.9996645450592041,0.46161261200904846,0.2526903450489044,-0.27582818269729614,0.9998562335968018,0.4968973398208618,0.2898271083831787,-0.3770543932914734,0.9999605417251587,0.4745750427246094,0.28917890787124634,-0.3795059025287628,0.9999712109565735,0.5593327879905701,0.41914448142051697,-0.14737585186958313,0.9999211430549622,0.4173108637332916,0.40575751662254333,-0.19319607317447662,0.9999286532402039,0.5690373778343201,0.6449416279792786,-0.06438218802213669,0.993476152420044,0.3877659738063812,0.6225504875183105,-0.15121056139469147,0.9941540956497192,0.5559667348861694,0.8363351225852966,-0.18128111958503723,0.9725237488746643,0.39133042097091675,0.8298517465591431,-0.271159291267395,0.9723882675170898,0.5538169741630554,0.8962701559066772,-0.22571566700935364,0.9282334446907043,0.3887535035610199,0.8882883787155151,-0.31324127316474915,0.9228405356407166,0.5421413779258728,0.8919291496276855,-0.26286453008651733,0.9386042952537537,0.4028034210205078,0.8833548426628113,-0.35113298892974854,0.9355292916297913,0.5397379994392395,0.8732548356056213,-0.19806596636772156,0.9443764090538025,0.4065149426460266,0.8657245635986328,-0.2868477702140808,0.9345442056655884,0.5160994529724121,0.8005697727203369,0.011696312576532364,0.9977961182594299,0.4267632067203522,0.8007741570472717,-0.011194910854101181,0.997200071811676,0.5018686652183533,1.091264247894287,-0.024287110194563866,0.37157052755355835,0.42038577795028687,1.0742480754852295,0.04399241507053375,0.2580350935459137,0.4992597699165344,1.3026094436645508,0.34710386395454407,0.014650196768343449,0.4211239516735077,1.2924554347991943,0.34316450357437134,0.014399368315935135,0.49955540895462036,1.334149718284607,0.3775215744972229,0.016007613390684128,0.4216793477535248,1.3249872922897339,0.3688122034072876,0.01134496834129095,0.48705896735191345,1.3931337594985962,0.22841137647628784,0.009804114699363708,0.4301530420780182,1.3832203149795532,0.19816096127033234,0.009374392218887806,idle
300,0.484803706407547,0.2619626522064209,-0.4420188367366791,0.999914824962616,0.49532729387283325,0.2388405054807663,-0.4224141240119934,0.9997925758361816,0.5012645721435547,0.2396717220544815,-0.4224551022052765,0.9997971057891846,0.5061265826225281,0.24069824814796448,-0.4225345551967621,0.9997568726539612,0.4774351119995117,0.23844033479690552,-0.42403644323349,0.999830961227417,0.4719246029853821,0.23916156589984894,-0.4240713119506836,0.9998505711555481,0.46658194065093994,0.24038492143154144,-0.4242174029350281,0.9998490214347839,0.5141549110412598,0.2535444498062134,-0.2776796519756317,0.999674379825592,0.4615979492664337,0.2523553669452667,-0.28381282091140747,0.999859631061554,0.49691540002822876,0.28957289457321167,-0.38574883341789246,0.9999614953994751,0.4745508134365082,0.2889079749584198,-0.387540340423584,0.9999718070030212,0.5593307614326477,0.41882699728012085,-0.16040824353694916,0.9999235272407532,0.4172476828098297,0.405559778213501,-0.19901302456855774,0.9999292492866516,0.5690422654151917,0.6449404954910278,-0.07723024487495422,0.9936143159866333,0.3877429962158203,0.6229100823402405,-0.15514181554317474,0.9942435026168823,0.5557884573936462,0.8370669484138489,-0.1963517814874649,0.9730071425437927,0.3912375569343567,0.8318652510643005,-0.2729043960571289,0.9724590182304382,0.5532156229019165,0.8969854712486267,-0.24014772474765778,0.92946857213974,0.388752818107605,0.8897114396095276,-0.31337010860443115,0.9231756329536438,0.5414798259735107,0.8925252556800842,-0.27621224522590637,0.9396368861198425,0.40291228890419006,0.8842566013336182,-0.3505355715751648,0.9357856512069702,0.5391693115234375,0.8738154768943787,-0.21232111752033234,0.9449314475059509,0.4065810739994049,0.8670487403869629,-0.2882252335548401,0.9345829486846924,0.5159922242164612,0.8005364537239075,0.011454837396740913,0.9978143572807312,0.4266150891780853,0.8012586832046509,-0.01094518881291151,0.9972017407417297,0.502537190914154,1.0934277772903442,-0.023962534964084625,0.3688523769378662,0.42049965262413025,1.0752681493759155,0.04288793355226517,0.2542087733745575,0.49958881735801697,1.3071824312210083,0.34660017490386963,0.015016078017652035,0.4212700128555298,1.295009732246399,0.3388349413871765,0.014547274447977543,0.4998129606246948,1.339503288269043,0.3765994608402252,0.01603703387081623,0.42177554965019226,1.3279222249984741,0.3640170395374298,0.01155308447778225,0.48739585280418396,1.3974782228469849,0.22161871194839478,0.009944925084710121,0.43038779497146606,1.3858610391616821,0.19532881677150726,0.009457089006900787,idle
