default		00:00:01.720	1.72	00:00:02.350	2.35	00:00:00.630	0.63	swipe_up
default		00:00:02.640	2.64	00:00:03.500	3.5	00:00:00.860	0.86	swipe_down
default		00:00:06.440	6.44	00:00:07.080	7.08	00:00:00.640	0.64	swipe_up
default		00:00:10.810	10.81	00:00:11.390	11.39	00:00:00.580	0.58	swipe_up
default		00:00:15.590	15.59	00:00:16.360	16.36	00:00:00.770	0.77	swipe_down
default		00:00:19.190	19.19	00:00:19.890	19.89	00:00:00.700	0.7	swipe_up
default		00:00:20.100	20.1	00:00:20.980	20.98	00:00:00.880	0.88	swipe_down
default		00:00:24.660	24.66	00:00:25.580	25.58	00:00:00.920	0.92	swipe_down
default		00:00:28.930	28.93	00:00:29.540	29.54	00:00:00.610	0.61	swipe_up
default		00:00:32.830	32.83	00:00:33.790	33.79	00:00:00.960	0.96	swipe_down
default		00:00:36.690	36.69	00:00:37.240	37.24	00:00:00.550	0.55	swipe_up
default		00:00:37.520	37.52	00:00:38.360	38.36	00:00:00.840	0.84	swipe_down
